수집일자,상품번호,리뷰ID,작성일,별점,체험단여부,리뷰타입,옵션,피부타입,피부톤,피부고민,도움수,유용점수,포토여부,재구매,닉네임,리뷰본문
2026-08-08,A000000229517,63373599,2026.07.27,5,0,NORMAL, ,A01,B01,C01,5,2970.0,0,1,amuyu0,"피부가 예민해서 쉽게 뒤집어지는 편인데, 이 세럼 쓴 이후로는 울긋불긋했던 흔적들이 차분하게 진정되는 게 눈에 보여서 너무 만족스러워요. 대용량에 리필까지 포함된 알찬 구성이라 앞으로 몇 달 동안은 피부 걱정 없이 든든하게 챙겨 바를 수 있을 것 같습니다"
2026-08-08,A000000229517,63301680,2026.07.26,5,0,NORMAL, ,A01,B01,C01,4,2214.0,0,1,kaj0208,피부가 뒤집어졌을 때 구세주 같은 존재예요. 진정 케어에 이만한 세럼이 없어서 재구매에 재구매를 거듭하고 있습니다. 리필까지 포함된 대용량 구성이라 마음까지 든든해지네요.
2026-08-08,A000000229517,63301595,2026.07.26,5,0,NORMAL, ,A01,B01,C01,4,2214.0,0,1,kaj0208,"울긋불긋 올라왔던 트러블 자국 때문에 스트레스였는데, 이거 쓴 뒤로 피부가 눈에 띄게 편안해졌어요. 대용량 리필 구성까지 넉넉하게 챙겨줘서 앞으로 몇 달은 걱정 없이 든든하게 꿀피부 관리할 수 있을 것 같아요"
2026-08-08,A000000229517,63530895,2026.07.31,5,0,NORMAL, ,A03,B06,"C01,C03",2,1674.0,1,1,통장털어찐템찾기,"꾸준히 사용하고있는 제 최애세럼이에요
여름에 특히 트러블이 더 많이 나서 더 많이 바르는거같아요 
여러번 발라도 끈적이지 않아 좋습니다"
2026-08-08,A000000229517,63762618,2026.08.05,5,0,NORMAL, ,A03,B03,"C03,C07",0,1512.0,1,1,빠르밍,"트러블 진정하는데 도움을 많이 받았어요.
보습력이 좋아  건조한 않고 피부자극도 없고 순해요.
증정용 행사해서 재구매 했어요."
2026-08-08,A000000229517,63449894,2026.07.29,5,0,NORMAL, ,,,,1,1125.0,1,0,코코체리,"파티온 노스카나인 트러블 세럼 50ml 기획세트 사용 후기 💚

요즘 피부 컨디션이 안 좋아서 트러블 진정 제품을 찾다가 사용해봤는데 만족스러웠어요!

제형은 가볍고 산뜻한 세럼 타입이라 피부에 부담 없이 발리고, 흡수도 빠른 편이라 끈적이는 세럼을 싫어하는 분들에게 잘 맞을 것 같아요. 바른 후에는 촉촉함은 남지만 번들거림은 적어서 수부지 피부인 저에게 특히 좋았어요. (언니의파우치)

갑자기 올라오는 붉은 트러블이나 예민해진 피부를 진정시키는 용도로 사용하기 좋았고, 꾸준히 사용하면서 피부 컨디션이 안정되는 느낌을 받았어요. 특히 무겁거나 답답한 제품이 아니라 데일리로 사용하기 부담 없었습니다. (화해)

50ml 본품에 추가 증정 구성까지 있어서 가성비도 좋고, 트러블 피부 관리용 세럼을 찾는 분들에게 추천하고 싶은 제품이에요. 다만 이미 크게 올라온 화농성 트러블보다는 올라오기 시작하는 트러블 관리나 피부 진정용으로 더 잘 맞을 것 같아요. (언니의파우치)

✔️ 가벼운 사용감
✔️ 빠른 흡수력
✔️ 끈적임 적은 산뜻한 마무리
✔️ 예민해진 피부 진정 케어에 도움

트러블 때문에 무거운 스킨케어가 부담스러운 분들께 추천해요 💚"
2026-08-08,A000000229517,62764156,2026.07.13,5,0,NORMAL, ,A01,B01,C01,3,1116.0,0,1,amuyu0,"트러블 고민에 이만한 세럼이 없네요. 대용량 리필까지 포함된 구성이라 든든하고, 진정 효과가 빨라 좁쌀 여드름이 많이 들어갔어요. 예민한 피부인데 자극 없이 잘 쓰고 있습니다."
2026-08-08,A000000229517,62749378,2026.07.13,5,0,NORMAL, ,A02,B01,"C01,C03",2,1116.0,1,0,보도리이,"트러블 자국이 신경 쓰여서 사용해봤는데 제형이 가볍고 흡수가 빨라서 부담 없이 바르기 좋았어요!!
꾸준히 사용하기 좋은 세럼이고 리필까지 들어 있어서 가성비도 만족스러웟어여"
2026-08-08,A000000229517,62714268,2026.07.12,5,0,NORMAL, ,A02,B03,"C01,C02",3,1116.0,0,1,jylove2277,"트러블이 자주 올라오는 피부인데 이거 쓰고 정말 많이 진정됐어요. 제형도 끈적임 없이 깔끔해서 화장 전후로 사용하기에 너무 편합니다. 리필까지 포함된 구성이라 가성비도 좋고, 앞으로도 쭉 정착할 예정입니다"
2026-08-08,A000000229517,62670803,2026.07.11,5,0,NORMAL, ,A03,B06,"C01,C03",2,1116.0,1,1,통장털어찐템찾기,파티온 세럼 n병템이에요! 흡수도 빠르게 되고 진정이 잘 되서 좋아요~~
