수집일자,상품번호,리뷰ID,작성일,별점,체험단여부,리뷰타입,옵션,피부타입,피부톤,피부고민,도움수,유용점수,포토여부,재구매,닉네임,리뷰본문
2026-08-26,A000000171423,63943676,2026.08.09,5,1,GIFT,텐더블룸+로지+브러쉬+바디키트,A01,B04,"C03,C06",6,1620.0,0,0,1hyerykimmm,"손상된 모발을 집중적으로 관리하고 싶을 때 사용하기 좋은 헤어팩이에요. 샴푸 후 모발에 바르면 부드럽게 펴 발리고, 특히 모발 끝부분을 중심으로 충분히 사용했을 때 만족도가 높았습니다. 몇 분 정도 두었다가 헹구면 머릿결이 한결 부드러워지고 빗질할 때 엉킴도 덜한 느낌이었어요. 한 달 정도 꾸준히 사용하면서 푸석한 모발을 관리하는 데 도움이 되어 일반 트리트먼트보다 집중 케어가 필요할 때 손이 자주 갔습니다."
2026-08-26,A000000223414,64634296,2026.08.23,5,1,GIFT,마데카소사이드 흔적 리페어 10+1매,A01,B04,"C03,C06",7,5400.0,0,0,케어관리,"피부가 푸석하고 컨디션이 좋지 않은 날 집중적으로 수분을 보충해주려고 사용했어요. 시트가 피부에 부드럽게 밀착되고 에센스도 충분해서 팩을 붙이고 있는 동안 피부가 마르지 않았습니다. 사용 후에는 피부가 촉촉하고 매끈해진 느낌이 들었고, 특히 피부결이 정돈되어 보여서 만족스러웠어요. 에센스가 많이 남아서 목이나 팔에도 같이 발라주니 활용도가 높았습니다. 한 번 사용한다고 큰 변화를 기대하기보다는 꾸준히 피부 컨디션을 관리하고 싶을 때 사용하기 좋은 마스크팩이라고 생각해요."
2026-08-26,A000000223414,64568103,2026.08.22,5,1,GIFT,비타민씨 잡티토닝 4매,A04,B01,"C02,C03",7,5400.0,0,0,노냄,"피부가 전체적으로 칙칙해 보일 때 사용하기 좋은 마스크팩이라 선택했어요. 시트가 얇은 편이라 얼굴에 올렸을 때 밀착력이 괜찮았고, 에센스도 충분해서 팩을 하는 동안 촉촉함이 유지됐습니다. 사용 후에는 피부가 수분을 머금은 것처럼 촉촉해지고 얼굴빛이 조금 더 화사하게 정돈되어 보였어요. 특히 야외 활동 후 피부가 칙칙해 보이거나 메이크업이 잘 받지 않는 날 사용하면 만족도가 높았습니다. 한 번 사용하고 눈에 띄는 변화를 기대하기보다는 꾸준한 피부 컨디션 관리용으로 사용하고 있어요. 4매라 필요할 때 한 장씩 꺼내 쓰기에도 부담이 없습니다."
2026-08-26,A000000223414,64568098,2026.08.22,5,1,GIFT,콜라겐 코어탄력 4매,A04,B01,"C02,C03",7,5400.0,0,0,노냄,"피부가 축 처지고 탄력이 없어 보이는 날 사용하려고 선택했어요. 시트를 얼굴에 붙이고 잠시 쉬는 것만으로도 간편하게 집중 케어할 수 있어서 바쁜 날 홈케어용으로 편했습니다. 에센스가 충분해서 사용 중 건조해지는 느낌이 적었고, 팩을 떼어낸 직후에는 피부가 촉촉하면서 탱탱하게 정돈된 느낌이 들었어요. 특히 볼이나 턱 주변이 푸석해 보일 때 사용하면 피부 표면이 매끄러워져서 전체적으로 인상이 조금 더 생기 있어 보였습니다. 촉촉함이 오래 유지되는 편이라 저녁 스킨케어 마지막 단계 전에 사용하기 좋았고, 특별한 날을 앞두고 피부 컨디션을 관리할 때 활용하기 좋은 마스크팩이에요."
2026-08-26,A000000223414,64567924,2026.08.22,5,1,GIFT, 마데카소사이드 흔적 리페어 4매,A04,B01,"C02,C03",7,5400.0,0,0,노냄,"요즘 피부가 예민해 보이거나 전체적으로 컨디션이 떨어졌을 때 사용했는데 피부를 편안하게 관리하기 좋았어요. 시트가 얼굴에 밀착되는 편이고 에센스가 충분해서 팩을 붙이고 있는 동안 촉촉함이 오래 유지됐습니다. 팩을 떼어낸 후 피부가 건조하게 당기는 느낌보다는 촉촉하고 부드러운 느낌이 남아서 마음에 들었어요. 특히 피부톤이 고르지 않고 칙칙해 보이는 날 사용하면 피부가 한층 정돈되어 보이는 느낌이 있었습니다. 자극적인 사용감 없이 가볍게 홈케어하고 싶을 때 손이 가는 제품이고, 냉장 보관 후 사용하면 더 산뜻하게 사용할 수 있어 여름철 관리용으로도 좋았어요."
2026-08-26,A000000223414,64567889,2026.08.22,5,1,GIFT,로제 PDRN 모공결광 4매,A04,B01,"C02,C03",7,5400.0,0,0,노냄,피부가 푸석하고 모공 주변 피부결이 거칠어 보일 때 집중 관리용으로 사용해봤어요. 시트가 얼굴 굴곡에 비교적 잘 밀착되고 에센스가 충분히 들어 있어서 팩을 하는 동안 피부가 마르지 않아 좋았습니다. 사용 후에는 피부결이 한층 매끈해지고 촉촉한 광이 올라오는 느낌이었어요. 특히 메이크업 전에 사용하면 피부가 부드럽게 정돈되어 베이스가 조금 더 균일하게 올라가는 편이라 만족스러웠습니다. 1회 사용만으로 큰 변화를 기대하기보다는 피부 컨디션이 떨어졌을 때 꾸준히 관리하는 용도로 사용하기 좋은 팩이라고 느꼈어요. 4매 구성이라 중요한 일정 전이나 피부가 칙칙해 보이는 날 꺼내 쓰기도 좋았습니다.
2026-08-26,A000000223414,64567557,2026.08.22,5,1,GIFT,마데카소사이드 흔적 리페어 10+1매,A02,B02,"C03,C04",6,4680.0,0,1,nhatleeee,피부 컨디션이 떨어져서 진정과 촉촉한 관리가 필요할 때 사용하려고 구매했어요. 시트가 피부에 착 붙는 편이고 에센스도 충분히 들어 있어서 팩을 하는 동안 촉촉함이 유지됐습니다. 사용 후에는 피부가 건조하게 당기기보다는 수분감이 채워진 듯한 느낌이 들고 피부결도 깔끔하게 정돈됐어요. 냉장고에 잠깐 넣어두었다가 사용하면 더 시원하고 편안하게 사용할 수 있어서 여름철에 특히 만족스러웠습니다. 10+1매라 여러 번 사용할 수 있는 구성이라 꾸준히 홈케어하기에도 좋아요.
2026-08-26,A000000223414,64567538,2026.08.22,5,1,GIFT,콜라겐 코어탄력 4매,A02,B02,"C03,C04",6,4680.0,0,0,nhatleeee,피부가 푸석하고 탄력이 떨어져 보일 때 사용하려고 골라봤어요. 시트가 얼굴에 비교적 잘 밀착되고 에센스가 충분히 들어 있어서 팩을 하는 동안 피부가 마르지 않아 편했습니다. 사용 직후에는 피부가 촉촉하게 정돈되고 얼굴이 조금 더 매끈해 보이는 느낌이 있었어요. 특히 중요한 일정 전날이나 피부 컨디션이 떨어졌을 때 사용하기 좋았습니다. 한 번 사용하고 끝나는 느낌보다는 꾸준히 사용하면서 촉촉한 피부 상태를 유지하고 싶은 분들에게 잘 맞을 것 같아요.
2026-08-26,A000000263055,64305254,2026.08.16,5,0,NORMAL, ,A04,B02,C05,9,5454.0,1,0,망구네,바이오더마 스킨은 처음 사용해보는데 수부지한테 좋은거같아요 물타입이라 가벼우면서도 촉촉하고 산뜻해요 꾸준히 써볼예정입니다
2026-08-26,A000000263055,64444387,2026.08.19,5,1,OFFLINE, ,A03,B05,"C04,C07",0,528.0,1,0,햄초,친구 추천으로 사봤는데 수분 충전 시켜주기 좋아요 흐르는 물 제형이라 보습감이 있다고는 안느껴 지지만 기본으로 바르기 좋네요
2026-08-26,A000000263055,64378275,2026.08.18,5,1,OFFLINE, ,A02,B03,"C04,C09",0,396.0,1,0,레디짱,"궁금해서 샀어요(^ ^)
생각했던 것보다 훨씬 좋아요~
기회가 되면 또 구매하겠습니다."
2026-08-26,A000000263055,63139781,2026.07.22,5,1,OFFLINE, ,A03,B05,C03,0,378.0,1,0,하슬론,"매장에 하나 남았던 거 구매했는데
아주 잘 사용하고 있습니다.
향도 적당하니 금방 날아가고
보습효과도 과하지 않아서 좋아요."
2026-08-26,A000000263055,64276923,2026.08.16,5,0,NORMAL, ,A03,B01,"C05,C07",0,225.0,0,0,Wjaisjs,"너무 좋아서 꾸준히 사용중입니다
피부가 예민한 편이고 민감해서 사용할때 성분 많이 보는데 이건 안심하고 사용하고있어요 평상시에 예민하신분들은 완전 강추드립니다 ㅠ 저는 꾸준한 구매로 올영 등급 올리고있네요 꼭 사용해보세요 추천 드립니다"
2026-08-26,A000000263055,62779708,2026.07.14,5,0,NORMAL, ,A03,B01,"C05,C07",1,225.0,0,0,Wjaisjs,"너무 좋아서 꾸준히 사용중입니다
피부가 예민한 편이고 민감해서 사용할때 성분 많이 보는데 이건 안심하고 사용하고있어요 평상시에 예민하신분들은 완전 강추드립니다 ㅠ 저는 꾸준한 구매로 올영 등급 올리고있네요 꼭 사용해보세요 추천 드립니다"
2026-08-26,A000000263055,62277690,2026.07.04,5,1,OFFLINE, ,A03,B05,"C01,C04",1,180.0,0,0,ooeikm,수부지 민감성 피부인 저에게 토너는 속 보습 정도와 순한 정도가 고르는 기준이 되는데요. 토너 유목민 생활을 하다가 바이오더마로 정착했습니다! 두 세번 레이어링 해주면 피부가 쫀쫀해지고 그 다음 스킨케어가 잘 먹더라구요 ㅎㅎ 3통째 쓰고있습니다! 무난하고 기본에 충실해서 좋은것같아요!!
2026-08-26,A000000263055,62251358,2026.07.03,5,1,OFFLINE, ,A03,B05,"C04,C11",0,165.0,1,0,uzexn,진짜 너무 좋아여ㅠㅜㅡㅜ 그냥 지금까지 산 화장품 통틀어서 젤 좋아열 그냥 다들 이 토너 사세령ㅠㅜ
2026-08-26,A000000263055,64007539,2026.08.10,5,1,OFFLINE, ,,,,0,132.0,1,0,지이구구구,250미리도 은근 양 많고 건성한테 좋을거 같아요 저는 잘 사용중이에요
2026-08-26,A000000263055,63650809,2026.08.03,5,1,OFFLINE, ,,,,0,120.0,0,0,장서융,토너 사용했을 때 피부에 가볍게 스며들어 산뜻하고 편안한 사용감이 좋았어요. 세안 후 건조해진 피부를 촉촉하게 정돈해주고 끈적임 없이 흡수돼 부담 없이 사용할 수 있었어요. 여러 번 레이어드해도 무겁지 않았고 피부결이 매끈하게 정리되는 느낌이라 데일리 스킨케어용으로 만족스러운 제품이에요.
2026-08-26,A000000263055,64672746,2026.08.24,5,0,NORMAL, ,,,,0,88.0,1,0,starliam****,"항상 쓰는 애정템입니다
10개는 쓴 것 같아요 
품절이 자주 떠서 ㅠㅠ 
우리 가족 이 토너만 씁니다"
2026-08-26,A000000263055,64750980,2026.08.26,3,1,OFFLINE, ,A03,B01,"C02,C04",0,72.0,0,0,복숭아먹을래,순하긴 한데 향이 좀 센편 물제형인데 수분감 뿐 아니라 보습감도 어느정도 있음 흡토 팩토 다 괜찮은디 팩토 추천 바르면 쫀쫀해지는 느낌이라 속건조 잘 잡아주는 느낌이 들긴함 재구매는 딱히 안할듯
2026-08-26,A000000263055,64595230,2026.08.23,5,1,OFFLINE, ,A07,B01,"C01,C09",0,72.0,0,0,원가든,무난하게 쓰기 좋은 토너 ~ 보습도 앵간 되는거같아서 삼 ! 굿굿
2026-08-26,A000000263055,64385397,2026.08.18,4,1,OFFLINE, ,,,,0,66.0,1,0,gkrudg****,"향을 나쁘지 않았으며, 두번 덧바르면 촉촉합니다. 피부가 예민해서 닥토는 하지 않았어요. 피부트러블이 나지 않았습니다."
2026-08-26,A000000263055,64624329,2026.08.23,3,1,OFFLINE, ,A03,,C05,0,60.0,0,0,체치다즈,향에 좀 민감해서 그런지 뭔가 호불호가 갈릴것 같아요 수분 보충도 그닥그래요
